id_obs,id_sub,id_ses,participantcode,participantlabel,payoff,sessioncode,sessionlabel,treatment_past,treatment_future,matching_group,time_total,time_questions,time_waiting,role,round,earnings,group_id,state,message,action,bias,noise,time_decision,time_results,risk,risk_payoff,crt,time_crt,crt_payoff,trust_sender,trust_receiver,age,study,gender
2932,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,52,92,1,3,4,3,Medium,2,25,27,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2933,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,53,108,1,4,4,4,Low,1,20,22,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2934,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,54,104,1,2,2,2,Low,-3,22,221,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2935,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,55,109,3,4,5,5,Medium,-1,20,8,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2936,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,56,104,4,4,4,4,Low,-3,8,27,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2937,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,57,109,4,5,5,5,Low,2,18,21,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2938,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,58,93,2,2,3,2,Medium,3,22,22,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2939,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,59,109,3,4,4,4,Low,2,9,13,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2940,49,1,f6s0lh2x,PC09,33.27,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,908,32,Sender,60,111,4,3,3,3,Low,4,8,21,3,220,1,4,50,Agree,Agree,22,Non-econ,Female
2941,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,1,60,4,1,1,3,Low,3,10,2,3,100,3,4,150,Agree,Agree,23,Economics,Male
2942,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,2,110,3,1,1,1,Low,0,5,18,3,100,3,4,150,Agree,Agree,23,Economics,Male
2943,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,3,107,4,1,1,1,Low,-3,4,10,3,100,3,4,150,Agree,Agree,23,Economics,Male
2944,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,4,110,2,3,3,3,Low,0,3,26,3,100,3,4,150,Agree,Agree,23,Economics,Male
2945,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,5,114,2,2,2,2,Low,4,2,11,3,100,3,4,150,Agree,Agree,23,Economics,Male
2946,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,6,113,4,3,3,3,Low,3,3,38,3,100,3,4,150,Agree,Agree,23,Economics,Male
2947,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,7,114,4,3,3,3,Low,4,3,4,3,100,3,4,150,Agree,Agree,23,Economics,Male
2948,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,8,114,1,5,5,5,Low,4,6,4,3,100,3,4,150,Agree,Agree,23,Economics,Male
2949,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,9,110,1,2,2,2,Low,0,3,983,3,100,3,4,150,Agree,Agree,23,Economics,Male
2950,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,10,110,1,5,5,5,Low,0,6,5,3,100,3,4,150,Agree,Agree,23,Economics,Male
2951,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,11,107,4,1,1,1,Low,-3,7,5,3,100,3,4,150,Agree,Agree,23,Economics,Male
2952,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,12,109,2,5,5,5,Low,-1,4,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2953,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,13,113,3,2,2,2,Low,3,46,7,3,100,3,4,150,Agree,Agree,23,Economics,Male
2954,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,14,112,4,4,4,4,Low,2,4,10,3,100,3,4,150,Agree,Agree,23,Economics,Male
2955,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,15,111,4,4,4,4,Low,1,4,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2956,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,16,106,3,5,5,5,Low,-4,9,17,3,100,3,4,150,Agree,Agree,23,Economics,Male
2957,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,17,110,2,3,3,3,Low,0,6,14,3,100,3,4,150,Agree,Agree,23,Economics,Male
2958,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,18,111,2,5,5,5,Low,1,3,12,3,100,3,4,150,Agree,Agree,23,Economics,Male
2959,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,19,108,4,4,4,4,Low,-2,3,12,3,100,3,4,150,Agree,Agree,23,Economics,Male
2960,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,20,113,3,5,5,5,Low,3,3,0,3,100,3,4,150,Agree,Agree,23,Economics,Male
2961,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,21,110,1,3,3,3,Low,0,3,6,3,100,3,4,150,Agree,Agree,23,Economics,Male
2962,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,22,110,3,1,1,1,Low,0,3,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2963,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,23,112,1,1,1,1,Low,2,4,24,3,100,3,4,150,Agree,Agree,23,Economics,Male
2964,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,24,112,3,3,3,3,Low,2,24,8,3,100,3,4,150,Agree,Agree,23,Economics,Male
2965,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,25,106,3,4,4,4,Low,-4,6,18,3,100,3,4,150,Agree,Agree,23,Economics,Male
2966,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,26,108,2,3,3,3,Low,-2,5,6,3,100,3,4,150,Agree,Agree,23,Economics,Male
2967,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,27,110,4,4,4,4,Low,0,1,26,3,100,3,4,150,Agree,Agree,23,Economics,Male
2968,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,28,114,1,4,4,4,Low,4,2,2,3,100,3,4,150,Agree,Agree,23,Economics,Male
2969,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,29,110,1,5,5,5,Low,0,2,20,3,100,3,4,150,Agree,Agree,23,Economics,Male
2970,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,30,106,1,2,2,2,Low,-4,54,13,3,100,3,4,150,Agree,Agree,23,Economics,Male
2971,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,31,107,1,5,5,5,Medium,-3,4,4,3,100,3,4,150,Agree,Agree,23,Economics,Male
2972,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,32,109,1,2,2,2,Low,-1,3,13,3,100,3,4,150,Agree,Agree,23,Economics,Male
2973,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,33,106,4,2,2,2,Low,-4,39,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2974,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,34,109,1,2,2,2,Low,-1,27,5,3,100,3,4,150,Agree,Agree,23,Economics,Male
2975,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,35,89,2,1,2,2,Medium,-1,12,41,3,100,3,4,150,Agree,Agree,23,Economics,Male
2976,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,36,111,2,2,2,2,Low,1,2,10,3,100,3,4,150,Agree,Agree,23,Economics,Male
2977,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,37,110,4,3,3,3,Low,0,4,14,3,100,3,4,150,Agree,Agree,23,Economics,Male
2978,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,38,113,1,2,2,2,Low,3,6,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2979,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,39,111,4,2,2,2,Medium,1,4,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2980,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,40,111,4,5,5,5,Low,1,2,5,3,100,3,4,150,Agree,Agree,23,Economics,Male
2981,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,41,112,1,5,5,5,Low,2,3,52,3,100,3,4,150,Agree,Agree,23,Economics,Male
2982,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,42,92,1,3,4,4,Medium,2,5,15,3,100,3,4,150,Agree,Agree,23,Economics,Male
2983,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,43,111,4,5,5,5,Medium,1,3,19,3,100,3,4,150,Agree,Agree,23,Economics,Male
2984,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,44,110,2,5,5,5,Low,0,9,33,3,100,3,4,150,Agree,Agree,23,Economics,Male
2985,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,45,108,3,2,2,2,Low,-2,2,14,3,100,3,4,150,Agree,Agree,23,Economics,Male
2986,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,46,89,3,4,5,5,Medium,-1,3,4,3,100,3,4,150,Agree,Agree,23,Economics,Male
2987,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,47,86,4,4,5,5,Medium,-4,4,13,3,100,3,4,150,Agree,Agree,23,Economics,Male
2988,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,48,110,2,5,5,5,Low,0,3,89,3,100,3,4,150,Agree,Agree,23,Economics,Male
2989,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,49,110,1,3,3,3,Low,0,3,49,3,100,3,4,150,Agree,Agree,23,Economics,Male
2990,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,50,114,3,5,5,5,Low,4,3,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2991,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,51,107,4,3,3,3,Low,-3,3,8,3,100,3,4,150,Agree,Agree,23,Economics,Male
2992,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,52,92,3,3,5,4,Medium,2,8,9,3,100,3,4,150,Agree,Agree,23,Economics,Male
2993,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,53,111,4,4,4,4,Low,1,2,6,3,100,3,4,150,Agree,Agree,23,Economics,Male
2994,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,54,107,3,2,2,2,Low,-3,3,4,3,100,3,4,150,Agree,Agree,23,Economics,Male
2995,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,55,109,2,4,4,4,Medium,-1,2,3,3,100,3,4,150,Agree,Agree,23,Economics,Male
2996,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,56,107,4,4,4,4,Low,-3,2,5,3,100,3,4,150,Agree,Agree,23,Economics,Male
2997,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,57,112,2,5,5,5,Low,2,2,16,3,100,3,4,150,Agree,Agree,23,Economics,Male
2998,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,58,93,3,2,4,3,Medium,3,6,15,3,100,3,4,150,Agree,Agree,23,Economics,Male
2999,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,59,112,2,4,4,4,Low,2,10,14,3,100,3,4,150,Agree,Agree,23,Economics,Male
3000,50,2,fy529jtk,PC11,33.46,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,983,47,Receiver,60,114,2,3,3,3,Low,4,8,1,3,100,3,4,150,Agree,Agree,23,Economics,Male
3001,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,1,110,3,1,1,1,Low,3,53,15,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3002,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,2,107,3,1,1,1,Low,0,13,28,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3003,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,3,104,2,1,1,1,Low,-3,31,4,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3004,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,4,107,2,3,3,3,Low,0,11,30,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3005,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,5,111,2,2,2,2,Low,4,12,3,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3006,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,6,110,1,3,3,3,Low,3,23,0,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3007,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,7,111,3,3,3,3,Low,4,6,10,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3008,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,8,111,1,5,5,5,Low,4,30,88,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3009,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,9,107,4,2,2,2,Low,0,19,5,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3010,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,10,107,3,5,5,5,Low,0,15,56,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3011,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,11,104,2,1,1,1,Low,-3,15,10,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3012,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,12,106,4,5,5,5,Low,-1,12,2,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3013,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,13,110,2,2,2,2,Low,3,7,4,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3014,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,14,109,2,4,4,4,Low,2,8,8,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3015,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,15,108,1,4,4,4,Low,1,8,20,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3016,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,16,103,3,5,5,5,Low,-4,9,23,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3017,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,17,107,2,3,3,3,Low,0,9,0,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3018,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,18,108,4,5,5,5,Low,1,6,26,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3019,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,19,105,1,4,4,4,Low,-2,14,46,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3020,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,20,110,1,5,5,5,Low,3,14,10,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3021,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,21,107,1,3,3,3,Low,0,7,29,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3022,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,22,107,4,1,1,1,Low,0,11,17,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3023,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,23,109,4,1,1,1,Low,2,6,15,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3024,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,24,109,4,3,3,3,Low,2,14,7,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3025,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,25,103,4,4,4,4,Low,-4,8,6,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3026,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,26,105,2,3,3,3,Low,-2,5,2,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3027,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,27,107,2,4,4,4,Low,0,12,13,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3028,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,28,111,3,4,4,4,Low,4,10,31,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3029,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,29,107,2,5,5,5,Low,0,7,5,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3030,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,30,103,4,2,2,2,Low,-4,5,36,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3031,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,31,87,3,5,5,5,Medium,-3,4,86,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3032,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,32,106,1,2,2,2,Low,-1,5,19,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3033,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,33,103,4,2,2,2,Low,-4,5,12,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3034,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,34,106,3,2,2,2,Low,-1,26,9,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3035,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,35,109,3,1,2,2,Medium,-1,9,3,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3036,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,36,108,1,2,2,2,Low,1,23,11,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3037,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,37,107,4,3,3,3,Low,0,7,12,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3038,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,38,110,2,2,2,2,Low,3,7,5,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3039,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,39,111,3,2,3,3,Medium,1,8,8,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3040,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,40,108,1,5,5,5,Low,1,12,25,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3041,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,41,109,1,5,5,5,Low,2,4,0,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3042,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,42,112,4,3,4,4,Medium,2,32,16,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3043,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,43,91,1,5,5,5,Medium,1,24,14,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3044,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,44,107,1,5,5,5,Low,0,7,8,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3045,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,45,105,1,2,2,2,Low,-2,5,13,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3046,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,46,109,3,4,5,5,Medium,-1,5,8,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3047,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,47,106,2,4,5,5,Medium,-4,10,3,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3048,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,48,107,1,5,5,5,Low,0,36,38,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3049,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,49,107,1,3,3,3,Low,0,20,2,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3050,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,50,111,1,5,5,5,Low,4,12,20,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3051,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,51,104,1,3,3,3,Low,-3,10,5,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3052,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,52,112,4,3,4,4,Medium,2,6,5,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
3053,51,3,njr7szso,PC05,32.98,wn0n7vmn,EX2012-06a,Aligned,Rare,2,91.73333,675,120,Sender,53,108,4,4,4,4,Low,1,29,1,1,140,1,5,50,Agree,Agree,20,Non-econ,Male
