id_obs,id_sub,id_ses,participantcode,participantlabel,payoff,sessioncode,sessionlabel,treatment_past,treatment_future,matching_group,time_total,time_questions,time_waiting,role,round,earnings,group_id,state,message,action,bias,noise,time_decision,time_results,risk,risk_payoff,crt,time_crt,crt_payoff,trust_sender,trust_receiver,age,study,gender
6807,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,27,110,2,2,2,2,Low,0,1,19,1,140,3,3,150,Agree,Agree,18,Economics,Male
6808,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,28,88,1,3,3,2,Low,-2,3,51,1,140,3,3,150,Agree,Agree,18,Economics,Male
6809,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,29,87,4,3,2,2,Low,-3,21,1,1,140,3,3,150,Agree,Agree,18,Economics,Male
6810,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,30,109,3,3,3,3,Low,-1,1,30,1,140,3,3,150,Agree,Agree,18,Economics,Male
6811,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,31,110,1,1,1,1,Medium,0,3,21,1,140,3,3,150,Agree,Agree,18,Economics,Male
6812,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,32,-29,3,5,2,1,Medium,0,27,15,1,140,3,3,150,Agree,Agree,18,Economics,Male
6813,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,33,59,2,3,3,1,Medium,2,10,36,1,140,3,3,150,Agree,Agree,18,Economics,Male
6814,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,34,59,3,4,4,2,Medium,2,2,13,1,140,3,3,150,Agree,Agree,18,Economics,Male
6815,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,35,106,4,5,5,5,Medium,-4,3,22,1,140,3,3,150,Agree,Agree,18,Economics,Male
6816,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,36,89,4,2,2,1,Medium,-1,3,12,1,140,3,3,150,Agree,Agree,18,Economics,Male
6817,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,37,113,3,2,2,2,Medium,3,2,6,1,140,3,3,150,Agree,Agree,18,Economics,Male
6818,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,38,88,3,2,3,3,Medium,-2,13,12,1,140,3,3,150,Agree,Agree,18,Economics,Male
6819,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,39,107,3,4,4,4,Medium,-3,3,46,1,140,3,3,150,Agree,Agree,18,Economics,Male
6820,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,40,90,4,3,2,2,Medium,0,38,11,1,140,3,3,150,Agree,Agree,18,Economics,Male
6821,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,41,89,4,1,4,2,Medium,-1,18,315,1,140,3,3,150,Agree,Agree,18,Economics,Male
6822,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,42,113,1,5,5,5,Medium,3,2,15,1,140,3,3,150,Agree,Agree,18,Economics,Male
6823,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,43,113,1,3,3,3,Medium,3,2,16,1,140,3,3,150,Agree,Agree,18,Economics,Male
6824,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,44,108,3,1,1,1,Medium,-2,4,35,1,140,3,3,150,Agree,Agree,18,Economics,Male
6825,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,45,60,4,3,1,1,Medium,3,27,2,1,140,3,3,150,Agree,Agree,18,Economics,Male
6826,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,46,114,2,5,5,5,Medium,4,3,51,1,140,3,3,150,Agree,Agree,18,Economics,Male
6827,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,47,88,4,3,4,2,Medium,-2,7,22,1,140,3,3,150,Agree,Agree,18,Economics,Male
6828,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,48,88,3,5,5,4,Medium,-2,5,13,1,140,3,3,150,Agree,Agree,18,Economics,Male
6829,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,49,93,4,2,2,1,Medium,3,2,37,1,140,3,3,150,Agree,Agree,18,Economics,Male
6830,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,50,88,1,4,5,5,Medium,-2,16,43,1,140,3,3,150,Agree,Agree,18,Economics,Male
6831,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,51,88,2,4,4,3,Medium,-2,2,17,1,140,3,3,150,Agree,Agree,18,Economics,Male
6832,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,52,93,4,5,5,4,Medium,3,7,14,1,140,3,3,150,Agree,Agree,18,Economics,Male
6833,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,53,57,3,3,1,1,Medium,0,31,3,1,140,3,3,150,Agree,Agree,18,Economics,Male
6834,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,54,92,4,4,5,5,Medium,2,6,12,1,140,3,3,150,Agree,Agree,18,Economics,Male
6835,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,55,92,4,4,4,3,Medium,2,1,7,1,140,3,3,150,Agree,Agree,18,Economics,Male
6836,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,56,109,3,2,3,2,Medium,-1,9,56,1,140,3,3,150,Agree,Agree,18,Economics,Male
6837,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,57,110,2,2,3,2,Medium,0,5,4,1,140,3,3,150,Agree,Agree,18,Economics,Male
6838,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,58,90,3,3,3,2,Medium,0,19,39,1,140,3,3,150,Agree,Agree,18,Economics,Male
6839,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,59,108,1,3,4,3,Medium,-2,21,20,1,140,3,3,150,Agree,Agree,18,Economics,Male
6840,114,2,259s7360,PC15,27.98,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,566,55,Receiver,60,114,3,1,2,1,Medium,4,5,2,1,140,3,3,150,Agree,Agree,18,Economics,Male
6841,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,1,103,2,2,2,2,Low,-4,49,52,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6842,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,2,85,1,3,3,2,Low,1,55,6,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6843,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,3,107,1,1,1,1,Low,0,27,3,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6844,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,4,110,4,4,4,4,Low,3,20,37,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6845,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,5,103,4,4,4,4,Low,-4,21,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6846,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,6,107,1,2,2,2,Low,0,16,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6847,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,7,107,3,1,1,1,Low,0,5,4,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6848,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,8,93,4,1,1,2,Low,-2,9,3,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6849,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,9,104,3,1,1,1,Low,-3,4,18,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6850,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,10,110,1,4,4,4,Low,3,4,7,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6851,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,11,107,2,5,5,5,Low,0,4,8,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6852,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,12,107,1,3,3,3,Low,0,6,0,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6853,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,13,104,4,1,1,1,Low,-3,5,28,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6854,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,14,103,4,2,2,2,Low,-4,20,10,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6855,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,15,49,3,5,5,3,Low,0,16,13,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6856,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,16,80,1,5,5,4,Low,-4,13,7,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6857,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,17,111,3,3,3,3,Low,4,9,8,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6858,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,18,111,1,3,3,3,Low,4,6,3,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6859,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,19,110,4,2,2,2,Low,3,6,70,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6860,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,20,105,3,1,1,1,Low,-2,31,6,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6861,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,21,107,1,3,3,3,Low,0,11,28,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6862,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,22,84,3,2,2,1,Low,0,39,9,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6863,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,23,107,4,1,1,1,Low,0,11,55,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6864,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,24,104,2,3,3,3,Low,-3,4,17,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6865,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,25,107,4,3,3,3,Low,0,12,17,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6866,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,26,109,1,2,2,2,Low,2,4,26,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6867,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,27,107,4,2,2,2,Low,0,13,4,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6868,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,28,105,4,3,3,3,Low,-2,5,4,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6869,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,29,104,2,3,3,3,Low,-3,5,27,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6870,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,30,106,2,3,3,3,Low,-1,4,34,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6871,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,31,110,2,1,1,2,Medium,0,17,33,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6872,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,32,57,1,5,5,4,Medium,0,9,17,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6873,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,33,59,1,3,3,2,Medium,2,22,38,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6874,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,34,18,3,4,4,2,Medium,2,23,14,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6875,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,35,86,3,5,5,5,Medium,-4,28,45,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6876,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,36,89,3,2,2,2,Medium,-1,4,27,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6877,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,37,93,3,2,2,2,Medium,3,3,0,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6878,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,38,88,1,2,2,2,Medium,-2,9,51,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6879,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,39,87,1,4,4,4,Medium,-3,16,4,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6880,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,40,90,2,3,3,3,Medium,0,9,8,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6881,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,41,109,2,1,2,2,Medium,-1,4,4,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6882,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,42,93,1,5,5,5,Medium,3,67,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6883,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,43,93,1,3,3,3,Medium,3,42,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6884,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,44,108,1,1,1,2,Medium,-2,10,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6885,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,45,93,2,3,3,3,Medium,3,16,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6886,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,46,94,3,5,5,5,Medium,4,3,16,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6887,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,47,88,3,3,3,3,Medium,-2,55,6,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6888,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,48,88,4,5,5,5,Medium,-2,11,9,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6889,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,49,60,2,2,1,1,Medium,3,12,11,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6890,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,50,88,3,4,4,4,Medium,-2,8,8,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6891,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,51,88,1,4,4,4,Medium,-2,80,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6892,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,52,60,2,5,5,4,Medium,3,8,4,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6893,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,53,90,4,3,3,3,Medium,0,3,6,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6894,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,54,92,2,4,4,4,Medium,2,9,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6895,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,55,59,4,4,4,3,Medium,2,26,26,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6896,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,56,89,4,2,2,2,Medium,-1,10,9,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6897,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,57,90,3,2,2,2,Medium,0,70,9,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6898,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,58,90,2,3,3,3,Medium,0,6,49,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6899,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,59,88,4,3,3,3,Medium,-2,3,5,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6900,115,3,49d5f549,PC09,29.23,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,369,55,Sender,60,114,1,1,1,2,Medium,4,11,9,1,140,2,10,100,Agree,Agree,21,Non-econ,Male
6901,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,1,106,3,2,2,2,Low,-4,30,11,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6902,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,2,111,3,3,3,3,Low,1,4,11,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6903,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,3,110,2,1,1,1,Low,0,4,43,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6904,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,4,113,1,4,4,4,Low,3,4,6,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6905,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,5,106,4,4,4,4,Low,-4,4,5,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6906,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,6,110,4,2,2,2,Low,0,6,9,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6907,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,7,110,4,1,1,1,Low,0,5,57,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6908,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,8,108,1,1,1,1,Low,-2,4,361,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6909,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,9,107,4,1,1,1,Low,-3,13,3,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6910,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,10,113,1,4,4,4,Low,3,3,5,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6911,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,11,110,1,5,5,5,Low,0,2,16,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6912,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,12,90,4,3,2,2,Low,0,12,12,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6913,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,13,107,2,1,1,1,Low,-3,3,26,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6914,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,14,106,4,2,2,2,Low,-4,3,5,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6915,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,15,57,2,5,3,3,Low,0,6,79,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6916,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,16,106,4,5,5,5,Low,-4,5,3,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6917,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,17,114,3,3,3,3,Low,4,4,4,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6918,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,18,114,1,3,3,3,Low,4,4,2,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6919,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,19,113,4,2,2,2,Low,3,4,4,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6920,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,20,108,1,1,1,1,Low,-2,2,8,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6921,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,21,110,1,3,3,3,Low,0,45,0,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6922,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,22,57,4,2,4,4,Low,0,8,50,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6923,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,23,110,3,1,1,1,Low,0,40,10,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6924,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,24,107,2,3,3,3,Low,-3,5,40,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
6925,116,4,d88d0u6q,PC07,29.82,lsh6cg1h,EX2012-10a,Aligned,Frequent,4,100.26667,516,29,Receiver,25,110,3,3,3,3,Low,0,5,6,3,220,0,9,0,Strongly agree,Neither agree nor disagree,20,Non-econ,Female
